Chunk 	 RSQ
0	0.540350863857
1	0.489045642388
2	0.595199473867
3	0.540088802807

overall_gold_y	overall_pred_y	overall_adj
-5.42715	[-0.75177723]	rare
0.798508	[ 0.64141756]	wide
0.590493	[-0.13823158]	valuable
-0.946596	[ 0.74488086]	competitive
-0.619039	[-1.28128755]	thin
-0.420503	[-0.23893863]	comfortable
0.374693	[ 0.95890766]	serious
-0.296266	[-0.3497946]	fundamental
0.654681	[ 0.77369195]	great
0.143101	[ 0.40714902]	crucial
0.875469	[ 0.5579688]	unexpected
0.458338	[ 0.47544044]	deep
0.416894	[ 0.27767211]	promising
0.156842	[ 0.62295347]	huge
-0.169076	[-0.14026427]	nice
0.693147	[ 0.69497257]	critical
-2.0149	[-1.34964681]	conservative
0.693147	[ 0.92151994]	radical
-0.489548	[-0.36723405]	familiar
0.693147	[-0.48104706]	usual
0.200671	[-0.1538173]	fundamental
0.653407	[ 0.47337455]	critical
0.0259755	[ 0.39481753]	aggressive
2.22045e-16	[ 0.51472646]	substantial
-3.2581	[-2.16150355]	narrow
0.113329	[ 0.70711118]	strong
-0.0363676	[ 0.3295427]	surprising
0.664976	[ 0.67488652]	major
-0.262364	[-0.54558581]	usual
-0.405465	[-0.67380357]	routine
-0.328504	[ 0.49884862]	hefty
-0.0540672	[-0.12523478]	solid
-3.26486	[-2.30601597]	small
0.980829	[ 1.09128022]	major
0.544727	[ 0.37529534]	major
-1.9981	[-0.93714333]	modest
-0.305835	[-0.04604709]	sound
-1.39872	[-0.2804361]	sound
2.22045e-16	[ 0.03620619]	legitimate
-1.13943	[-0.46286824]	regular
-1.7492	[-0.46114582]	likely
0.463573	[ 0.62396735]	striking
-0.785929	[-0.72406536]	ordinary
0.719123	[ 0.23706931]	clear
0.303593	[-0.37509516]	rare
-2.85647	[-0.75788474]	rare
-4.52179	[-2.3697381]	small
-0.693147	[-0.30578738]	acceptable
-1.94821	[-2.78749299]	disappointing
0.570545	[ 0.77837986]	intense
-0.182322	[-0.28768897]	normal
-0.864997	[-2.16193819]	narrow
-0.0512933	[-0.14539009]	fundamental
-0.693147	[ 0.36211854]	obvious
0.806476	[ 0.11969221]	surprising
-1.04145	[-1.58534789]	conservative
0.470004	[ 0.14412844]	comfortable
-1.56862	[-0.58543527]	positive
-0.916291	[-0.45937145]	appropriate
2.22045e-16	[ 0.1638478]	nice
0.16093	[ 0.67797953]	big
-1.11696	[-2.31161284]	weak
-1.28093	[ 0.00159472]	comfortable
0.336472	[ 0.49819893]	promising
0.282405	[ 0.46743709]	steep
-1.0116	[ 0.23209077]	nice
0.693147	[ 0.62556475]	dramatic
0.435318	[ 0.34995466]	big
0.906721	[ 0.37977463]	surprising
0.632523	[ 0.32999438]	solid
0.630627	[ 0.33482033]	remarkable
-1.29928	[-2.14029336]	slight
1.43019	[-0.0970872]	unusual
1.07044	[ 0.3359943]	important
-0.154151	[ 0.34794289]	major
0.162519	[ 0.79222602]	remarkable
-0.215111	[-0.60132271]	fair
1.37593	[ 0.47580022]	radical
0.470004	[ 0.48510534]	crucial
0.113329	[-0.02988213]	traditional
0.440151	[ 0.32591194]	large
-2.44235	[-1.87677169]	minor
-0.131028	[-0.55434263]	typical
-0.184734	[ 0.01311177]	good
-1.19392	[-0.49828488]	familiar
-0.0870114	[ 0.45560127]	crucial
0.693147	[ 0.53684992]	obvious
-3.71628	[-1.72258568]	tight
-0.147158	[ 0.01927871]	favorable
0.119059	[ 0.51663858]	serious
-2.03688	[-2.8577795]	tiny
0.737095	[ 0.63214403]	high
0.693147	[ 0.77659839]	aggressive
0.235314	[ 0.22824234]	nice
-1.60944	[-0.51450455]	fair
0.14792	[-0.36954275]	familiar
0.547965	[ 0.67987674]	extraordinary
1.25746	[ 0.63037008]	huge
2.22045e-16	[-0.00709724]	obvious
0.565314	[ 0.78208643]	sharp
-1.20039	[-0.93165505]	ordinary
0.336472	[ 0.82520837]	competitive
-0.503104	[ 0.76773125]	hefty
-0.184571	[-0.03314239]	broad
0.350202	[ 0.13439482]	firm
-1.21109	[-0.60334802]	typical
-1.00017	[-1.92875409]	little
-0.0202027	[-0.17885518]	fine
-2.66549	[-0.47658628]	bearish
0.513354	[ 0.2129274]	crucial
-0.0896122	[-0.02557355]	promising
-1.28785	[-0.90216839]	modest
-3.93183	[-1.94435406]	minor
-3.52636	[-1.3224659]	sensitive
-1.77495	[-1.51661563]	thin
-0.287682	[ 0.21666819]	firm
0.425668	[ 0.29431039]	sharp
-0.805065	[ 0.59278256]	sharp
0.466374	[ 0.60396987]	aggressive
-1.88514	[ 0.18086892]	healthy
0.157629	[-0.20456278]	solid
-2.46385	[-0.82485849]	regular
0.507098	[ 0.64440006]	big
0.642716	[ 0.71512133]	large
-1.7346	[-0.49406576]	moderate
0.0674413	[ 0.20281643]	promising
0.345951	[-0.4806574]	reasonable
-1.04512	[-0.75035179]	regular
-0.405465	[-0.7884773]	modest
0.210721	[ 0.45863944]	powerful
0.0229895	[ 0.05743331]	firm
1.28093	[ 0.32974404]	unusual
0.259109	[ 0.54922003]	substantial
-1.13498	[-2.14875937]	narrow
-1.80829	[-2.70043969]	poor
0.693147	[ 0.92040557]	considerable
-1.335	[-0.36742696]	familiar
-0.287682	[-0.19904262]	normal
-1.30625	[-2.63207293]	slight
-0.916291	[ 0.71164113]	high
0.572519	[ 0.49135119]	prominent
-0.212561	[-0.45530146]	fine
0.659246	[ 0.62270135]	severe
0.182322	[ 0.13601559]	sizable
-1.94591	[-0.65624696]	acceptable
-2.8622	[-1.17264748]	thin
-2.38647	[-2.93588734]	poor
-1.06876	[ 0.32335073]	critical
0.105361	[-0.29431045]	conventional
-0.36546	[ 0.79505736]	impressive
-4.90527	[-2.66584039]	inadequate
-0.352821	[-0.55257666]	stable
0.162519	[ 0.01149708]	positive
2.22045e-16	[-0.34153852]	ordinary
-1.73039	[-0.64509314]	relative
-1.38629	[ 0.11460871]	fundamental
0.199489	[ 0.62782794]	great
1.44036	[ 0.30766946]	unusual
0.498991	[-0.06932944]	vital
0.693147	[ 0.39058095]	firm
0.136071	[-0.25381422]	fundamental
0.644357	[ 0.90886658]	striking
-0.276253	[ 0.1692571]	nice
0.257223	[ 0.6908682]	hefty
-1.97408	[-1.51944149]	thin
-2.3979	[-2.27170134]	inadequate
-0.515164	[-0.5376246]	familiar
0.419854	[ 0.75741416]	extraordinary
-2.07944	[-1.25098968]	thin
-0.89248	[-0.6906876]	conventional
-0.300105	[ 0.3187179]	clear
0.893818	[ 0.6698063]	deep
0.758744	[ 0.04529041]	promising
-1.8718	[-1.20779943]	conservative
-0.428996	[-0.56457168]	acceptable
0.0625204	[ 0.2995761]	important
0.405465	[ 0.47311085]	critical
-0.223144	[-0.11937553]	reasonable
-2.0149	[-2.7354753]	poor
0.318454	[ 0.14526695]	legitimate
-1.0116	[ 0.19210345]	promising
-1.05605	[-1.79923797]	conservative
-1.08334	[-0.56431592]	likely
-4.15888	[-0.6338532]	stable
-0.0953102	[ 0.18521041]	vital
1.10809	[ 0.91151339]	extraordinary
0.451985	[ 0.78658468]	big
0.348307	[-0.17495197]	regular
-0.314493	[-0.0170871]	valuable
-1.25276	[-1.24412096]	light
-0.590199	[-0.71426129]	appropriate
0.0618754	[-0.18526399]	promising
0.124454	[ 0.04759872]	firm
-0.331357	[ 0.26092905]	prominent
0.510826	[ 1.07272363]	huge
-4.18965	[-2.5222888]	disappointing
-0.189242	[-0.19185483]	nice
0.552069	[ 0.51708204]	intense
-3.71357	[-0.64104199]	stable
-0.650181	[-0.52698117]	rare
0.675129	[ 0.70374686]	deep
-1.17866	[-1.24319518]	conservative
-1.04982	[-2.24499035]	slight
-0.639659	[-1.65835238]	conservative
-0.967584	[-0.99070549]	modest
0.456758	[ 1.0454576]	competitive
-1.65823	[-0.19613975]	appropriate
-0.318454	[-0.67459607]	modest
0.693147	[ 0.7835452]	remarkable
0.967584	[ 0.04337758]	unusual
-0.693147	[-0.32385936]	appropriate
-2.64921	[-1.64468622]	thin
-1.56862	[-1.86185765]	low
2.22045e-16	[-0.24123305]	usual
-4.21951	[-2.23579431]	narrow
-1.37372	[-0.38027504]	sound
-0.154151	[ 0.43547374]	clear
0.386122	[-0.03370744]	broad
0.432732	[ 0.41522223]	grand
0.356675	[ 0.28067678]	valuable
-2.11021	[-1.90986633]	low
-2.38263	[-2.47760892]	tiny
-1.22503	[-0.80056322]	routine
-0.572519	[-0.48460403]	moderate
0.693147	[ 0.86064321]	major
0.693147	[ 0.65217131]	aggressive
-1.67398	[-1.52258921]	sensitive
-0.0487902	[-0.23008406]	conventional
-1.7492	[-1.98522329]	weak
0.371979	[ 0.27815086]	liberal
0.609766	[-0.01768214]	legitimate
-0.126752	[ 0.34287792]	aggressive
0.50627	[ 0.32404214]	serious
0.693147	[ 0.67664534]	crucial
-0.405465	[-0.36541128]	appropriate
-0.163629	[ 0.52613789]	high
-1.02962	[-1.62729061]	tight
0.4378	[ 0.53208429]	aggressive
-0.405465	[-0.08236128]	adequate
0.733969	[ 0.63261658]	sharp
-1.26851	[-0.36713284]	relative
-1.13498	[-0.59169489]	regular
-0.747214	[-0.5778361]	routine
2.22045e-16	[-0.30118573]	relative
0.459532	[ 0.71846575]	aggressive
-0.258862	[ 0.2349773]	promising
-0.599621	[-0.48514119]	conventional
-0.255933	[-0.24492532]	usual
-1.05939	[-2.12220788]	small
0.172613	[ 0.49389344]	strong
0.510826	[ 0.4740172]	obvious
0.693147	[ 0.71701747]	strong
-0.788457	[ 0.4619363]	important
-0.952009	[ 0.46754199]	radical
-2.12525	[ 0.34525186]	liberal
0.587787	[ 0.51256031]	prominent
-0.405465	[-0.15200907]	familiar
1.10599	[ 0.74919802]	steep
-1.77777	[-1.770051]	low
-2.45674	[-2.31391644]	disappointing
0.268264	[ 0.97927088]	competitive
0.200671	[ 0.67757183]	hefty
-1.50408	[-1.71156883]	sensitive
-1.65292	[-0.75187469]	fine
-1.0116	[-0.40774798]	conventional
0.97456	[-0.32913071]	rare
0.356675	[ 0.78730911]	remarkable
-1.34373	[-0.49828783]	regular
-3.16407	[-2.47605205]	weak
-1.27841	[-0.46058309]	adequate
0.204794	[ 0.54423469]	wide
-1.75539	[-0.5822686]	usual
0.122602	[-0.26785117]	likely
0.454736	[ 0.72974747]	striking
0.247836	[ 0.58330685]	high
0.510826	[ 1.04215574]	impressive
0.438255	[ 0.83472604]	deep
-3.90197	[-2.97850275]	disappointing
-0.97601	[-1.70957303]	thin
-2.35138	[-2.46704412]	slight
0.693147	[ 0.77514011]	generous
1.21924	[ 0.45975012]	crucial
1.02962	[ 0.19091231]	valuable
0.202524	[ 0.79123014]	competitive
0.945601	[-0.56663918]	bearish
-2.17853	[-1.9735961]	narrow
-2.35138	[-2.58405066]	tiny
1.0245	[ 0.31989652]	unusual
-0.0141846	[ 0.39126605]	hefty
0.875469	[ 0.32908255]	unusual
0.534923	[ 0.62076026]	rich
1.10465	[ 0.59007043]	remarkable
-0.194156	[ 0.74437588]	aggressive
0.35364	[-0.08438724]	sound
0.693147	[ 0.33177501]	wide
0.213574	[-0.64080703]	moderate
0.105361	[ 0.59975249]	favorable
-0.473784	[ 0.40672153]	favorable
0.998529	[ 0.5458762]	broad
-0.559616	[-0.2474128]	likely
0.223144	[ 0.38668233]	nice
-0.693147	[-0.34587947]	normal
-5.78383	[-2.55478692]	disappointing
-3.82864	[-2.64208484]	tiny
0.693147	[ 1.06014752]	huge
overall rsq:0.540325108822
