-DOCSTART- -X- -X- O
a-rithist a-rithist _ ADV
gu gu _ PART
robh bi Tense=Past VERB
na an Gender=Fem|Number=Plur DET
sùilean sùil Case=Nom|Gender=Fem|Number=Plur NOUN
aicese aicese Gender=Fem|Number=Sing|Person=3|PronType=Emp ADP
coltach coltach _ ADJ
ri ri _ ADP
glumag glumag Case=Dat|Gender=Fem|Number=Sing NOUN
dhorcha dorcha Case=Dat|Gender=Fem|Number=Sing ADJ
, , _ PUNCT
dhomhainn domhainn Case=Dat|Gender=Fem|Number=Sing ADJ
far far _ SCONJ
am am Mood=Int|PartType=Vb|PronType=Int PART
bogadh bog Mood=Cnd VERB
tu thu Number=Sing|Person=2 PRON
do do Number=Sing|Person=2 DET
làmh làmh Case=Nom|Gender=Fem|Number=Sing NOUN
is is _ CCONJ
tu thu Number=Sing|Person=2 PRON
a' ag _ PART
sireadh sir VerbForm=Vnoun NOUN
breac breac Case=Gen|Gender=Masc|Number=Sing NOUN
ach ach _ CCONJ
anns anns _ ADP
an an Mood=Int|PartType=Vb|PronType=Int PART
robh bi Tense=Past VERB
a a Gender=Masc|Number=Sing|Person=3 DET
leithid leithid Case=Nom|Gender=Fem|Number=Sing NOUN
de de _ ADP
thàladh tàladh Case=Dat|Gender=Masc|Number=Sing NOUN
is is _ CCONJ
gum gum _ PART
faigheadh faigh Mood=Cnd VERB
tu thu Number=Sing|Person=2 PRON
air air _ ADP
do do Number=Sing|Person=2 DET
bhroinn broinn Case=Dat|Gender=Fem|Number=Sing NOUN
gun gun _ ADP
chuimhn' cuimhn Case=Dat|Gender=Fem|Number=Sing NOUN
agad agad Number=Sing|Person=2 ADP
dè dè Mood=Int PRON
bha bi Tense=Past VERB
thu thu Number=Sing|Person=2 PRON
a' ag _ PART
sireadh sir VerbForm=Vnoun NOUN
. . _ PUNCT

Chan chan PartType=Cmpl|Polarity=Neg PART
eil bi Tense=Pres VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
air air _ PART
aithris aithris VerbForm=Vnoun NOUN
gun gun _ PART
tug toir Tense=Past VERB
Iain Iain Case=Nom|Gender=Masc PROPN
riamh riamh _ ADV
iomradh iomradh Case=Nom|Gender=Masc|Number=Sing NOUN
air air _ ADP
a a Gender=Fem|Number=Sing|Person=3 DET
sùilean sùil Case=Dat|Gender=Fem|Number=Plur NOUN
. . _ PUNCT

Thug toir Tense=Past VERB
iad iad Number=Plur|Person=3 PRON
ainmean ainm Case=Nom|Gender=Masc|Number=Plur NOUN
seachad seachad _ ADV
da da _ ADP
chèile chèile Reflex=Yes PRON
is is _ CCONJ
thuig tuig Tense=Past VERB
iad iad Number=Plur|Person=3 PRON
gum gum _ PART
b' is _ AUX
e e Gender=Masc|Number=Sing|Person=3 PRON
Inis Inis Case=Nom|Gender=Fem PROPN
a a PartType=Vb|PronType=Rel PART
b' is _ AUX
ainm ainm Case=Nom|Gender=Masc|Number=Sing NOUN
don don _ ADP
tè tè Case=Dat|Gender=Fem|Number=Sing NOUN
òig òig Case=Dat|Gender=Fem|Number=Sing ADJ
, , _ PUNCT
a a PartType=Vb|PronType=Rel PART
bha bi Tense=Past VERB
ann ann _ ADP
am an _ ADP
beagan beagan Case=Dat|Gender=Masc|Number=Sing NOUN
tìde tìd Case=Gen|Gender=Fem|Number=Sing NOUN
a' ag _ PART
briodal briodal VerbForm=Vnoun NOUN
ri ri _ ADP
Iain Iain Case=Dat|Gender=Masc PROPN
ach ach _ CCONJ
a' ag _ PART
cromadh crom VerbForm=Vnoun NOUN
a a Gender=Fem|Number=Sing|Person=3 DET
sùilean sùil Case=Gen|Gender=Fem|Number=Plur NOUN
ri ri _ ADP
Tormod Tormod Case=Dat|Gender=Masc PROPN
an an _ ADV
dràsta dràsta _ ADV
's 's _ CCONJ
a-rithist a-rithist _ ADV
. . _ PUNCT

Chaidh rach Tense=Past VERB
Tormod Tormod Case=Nom|Gender=Masc PROPN
a-null a-null _ ADV
chun chun _ ADP
a' an Case=Gen|Gender=Masc|Number=Sing DET
chunntair cunntair Case=Gen|Gender=Masc|Number=Sing NOUN
a a PartType=Inf PART
dh'òrdachadh òrdaich VerbForm=Inf NOUN
tuilleadh tuilleadh Case=Gen|Gender=Masc|Number=Sing NOUN
ri ri _ ADP
òl òl VerbForm=Vnoun NOUN
, , _ PUNCT
is is _ CCONJ
nuair nuair _ SCONJ
a a PartType=Vb|PronType=Rel PART
thill till Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
bha bi Tense=Past VERB
Inis Inis Case=Nom|Gender=Fem PROPN
is is _ CCONJ
Iain Iain Case=Nom|Gender=Masc PROPN
ann ann _ ADP
an an _ ADP
argamaid argamaid Case=Dat|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
esan e Gender=Masc|Number=Sing|Person=3|PronType=Emp PRON
a' ag _ PART
cumail cùm VerbForm=Vnoun NOUN
a-mach a-mach _ ADV
nach nach PartType=Cmpl|Polarity=Neg PART
robh bi Tense=Past VERB
duine duine Case=Nom|Gender=Masc|Number=Sing NOUN
no no _ CCONJ
àite àite Case=Nom|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
chuireadh cuir Mood=Cnd VERB
eagal eagal Case=Nom|Gender=Masc|Number=Sing NOUN
airsan air Gender=Masc|Number=Sing|Person=3|PronType=Emp ADP
. . _ PUNCT

Dòcha dòcha _ NOUN
gum gum _ PART
b' is _ AUX
e e Gender=Masc|Number=Sing|Person=3 PRON
gnè gnè Case=Nom|Gender=Fem|Number=Sing NOUN
de de _ ADP
thàmailt tàmailt Case=Dat|Gender=Fem|Number=Sing NOUN
no no _ CCONJ
de de _ ADP
dh'eud eud Case=Dat|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
thug toir Tense=Past VERB
air air _ ADP
Tormod Tormod Case=Dat|Gender=Masc PROPN
bristeadh bris _ NOUN
a-staigh a-staigh _ ADV
leis le _ ADP
na an Gender=Masc|Number=Plur DET
faclan facal Case=Dat|Gender=Masc|Number=Plur NOUN
" " _ PUNCT
Geall geall Mood=Imp|Person=2 VERB
, , _ PUNCT
Iain Iain Case=Voc|Gender=Masc PROPN
, , _ PUNCT
nach nach PartType=Cmpl|Polarity=Neg PART
rachadh rach Mood=Cnd VERB
tu thu Number=Sing|Person=2 PRON
leat le Number=Sing|Person=2 ADP
fhèin fhèin Reflex=Yes PRON
gu gu _ ADP
Clachan Clachan _ PROPN
Trianaoin Trianaoin _ PROPN
aig aig _ ADP
meadhan-oidhche meadhan-oidhche Case=Dat|Gender=Masc|Number=Sing NOUN
is is _ CCONJ
a' an Gender=Fem|Number=Sing DET
ghealach gealach Case=Nom|Gender=Fem|Number=Sing NOUN
slàn slàn _ ADJ
. . _ PUNCT
" " _ PUNCT

Dh'innis innis Tense=Past VERB
Tormod Tormod Case=Nom|Gender=Masc PROPN
eachdraidh eachdraidh Case=Nom|Gender=Fem|Number=Sing NOUN
mhì-chneasda mì-chneasda Case=Nom|Gender=Fem|Number=Sing ADJ
nan an Case=Gen|Gender=Fem|Number=Plur DET
clachan clach Case=Gen|Gender=Fem|Number=Plur NOUN
, , _ PUNCT
is is _ CCONJ
nan an Case=Gen|Gender=Fem|Number=Plur DET
craobh craobh Case=Gen|Gender=Fem|Number=Plur NOUN
annasach annasach Case=Gen|Gender=Fem|Number=Plur ADJ
, , _ PUNCT
dorcha dorcha Case=Gen|Gender=Fem|Number=Plur ADJ
a a PartType=Vb|PronType=Rel PART
bha bi Tense=Past VERB
nan nan _ ADP
seasamh seas VerbForm=Vnoun NOUN
làimh làimh Case=Dat|Gender=Fem|Number=Sing NOUN
riutha riutha Number=Plur|Person=3 ADP
, , _ PUNCT
is is _ CCONJ
dh'innis innis Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
i i Gender=Fem|Number=Sing|Person=3 PRON
leis le _ ADP
a' an Gender=Fem|Number=Sing DET
bharrachd barrachd Case=Dat|Gender=Fem|Number=Sing NOUN
toileachais toileachas Case=Gen|Gender=Masc|Number=Sing NOUN
chionn chionn _ SCONJ
's 's _ CCONJ
gu gu _ PART
robh bi Tense=Past VERB
tlachd tlachd Case=Nom|Gender=Fem|Number=Sing NOUN
Inis Inis Case=Gen|Gender=Fem PROPN
a' ag _ PART
dol rach VerbForm=Vnoun NOUN
am an _ ADP
meud meud Case=Dat|Gender=Masc|Number=Sing NOUN
an an _ ADP
coimeas coimeas Case=Dat|Gender=Masc|Number=Sing NOUN
ri ri _ ADP
mì-thlachd mì-thlachd Case=Dat|Gender=Fem|Number=Sing NOUN
Iain Iain Case=Gen|Gender=Masc PROPN
. . _ PUNCT

Nuair nuair _ SCONJ
a a PartType=Vb|PronType=Rel PART
thàinig thig Tense=Past VERB
an an Gender=Fem|Number=Sing DET
eachdraidh eachdraidh Case=Nom|Gender=Fem|Number=Sing NOUN
gu gu _ ADP
ceann ceann Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
chuir cuir Tense=Past VERB
i i Gender=Fem|Number=Sing|Person=3 PRON
a a Gender=Fem|Number=Sing|Person=3 DET
dà dà _ NUM
bhois bois Case=Nom|Gender=Fem|Number=Dual NOUN
bhuig buig Case=Nom|Gender=Fem|Number=Dual ADJ
ri ri _ ADP
chèile chèile Reflex=Yes PRON
mar mar _ SCONJ
gu gu _ PART
robh bi Tense=Past VERB
i i Gender=Fem|Number=Sing|Person=3 PRON
ag ag _ PART
ùrnaigh ùrnaigh VerbForm=Vnoun NOUN
is is _ CCONJ
thuirt abair Tense=Past VERB
i i Gender=Fem|Number=Sing|Person=3 PRON
, , _ PUNCT
" " _ PUNCT
Tha bi Tense=Pres VERB
a' an Gender=Fem|Number=Sing DET
ghealach gealach Case=Nom|Gender=Fem|Number=Sing NOUN
slàn slàn _ ADJ
an an _ ADV
ath-oidhch' ath-oidhch' _ ADV
. . _ PUNCT

Coinnichidh coinnich Tense=Fut VERB
sinn sinn Number=Plur|Person=1 PRON
aig aig _ ADP
Clachan Clachan _ PROPN
Trianaoin Trianaoin _ PROPN
. . _ PUNCT
" " _ PUNCT

" " _ PUNCT
Tha bi Tense=Pres VERB
Trianaon Trianaon _ PROPN
dusan du Case=Nom|Gender=Masc|Number=Sing NOUN
mìle mìle Case=Nom|Gender=Fem|Number=Sing NOUN
às as _ ADP
a a _ ADV
seo seo _ ADV
, , _ PUNCT
" " _ PUNCT
thuirt abair Tense=Past VERB
Iain Iain Case=Nom|Gender=Masc PROPN
gu gu PartType=Ad PART
fuar fuar _ ADV
. . _ PUNCT

" " _ PUNCT
Tha bi Tense=Pres VERB
, , _ PUNCT
ma ma _ SCONJ
ghabhas ghabh Tense=Fut VERB
tu thu Number=Sing|Person=2 PRON
an an Gender=Masc|Number=Sing DET
rathad rathad Case=Nom|Gender=Masc|Number=Sing NOUN
mòr mòr Case=Nom|Gender=Masc|Number=Sing ADJ
, , _ PUNCT
" " _ PUNCT
dh'aontaich aontaich Tense=Past VERB
Tormod Tormod Case=Nom|Gender=Masc PROPN
. . _ PUNCT

" " _ PUNCT
Seadh seadh _ INTJ
, , _ PUNCT
is is _ CCONJ
dè dè Mood=Int PRON
eile eile Number=Sing ADJ
? ? _ PUNCT

Air air _ ADP
iteig iteag Case=Dat|Gender=Fem|Number=Sing NOUN
? ? _ PUNCT
" " _ PUNCT
ars arsa Tense=Past VERB
Iain Iain Case=Nom|Gender=Masc PROPN
. . _ PUNCT

" " _ PUNCT
Chan is _ AUX
ann ann Gender=Masc|Number=Sing|Person=3 ADP
, , _ PUNCT
" " _ PUNCT
arsa arsa Tense=Past VERB
Tormod Tormod Case=Nom|Gender=Masc PROPN
. . _ PUNCT

" " _ PUNCT
Chan chan PartType=Cmpl|Polarity=Neg PART
eil bi Tense=Pres VERB
ann ann Gender=Masc|Number=Sing|Person=3 ADP
ach ach _ ADP
beagan beagan Case=Nom|Gender=Masc|Number=Sing NOUN
is is _ CCONJ
mìle mìle Case=Nom|Gender=Fem|Number=Sing NOUN
tarsainn tarsainn _ ADP
a' an Case=Gen|Gender=Masc|Number=Sing DET
mhonaidh monaidh Case=Gen|Gender=Masc|Number=Sing NOUN
. . _ PUNCT
" " _ PUNCT

" " _ PUNCT
Mise mi Number=Sing|Person=1|PronType=Emp PRON
, , _ PUNCT
" " _ PUNCT
ars arsa Tense=Past VERB
Tormod Tormod Case=Nom|Gender=Masc PROPN
. . _ PUNCT

" " _ PUNCT
Ach ach _ CCONJ
chan chan PartType=Cmpl|Polarity=Neg PART
eil bi Tense=Pres VERB
adhbhar adhbhar Case=Nom|Gender=Masc|Number=Sing NOUN
dhuinn do Number=Plur|Person=1 ADP
coiseachd coisich _ NOUN
. . _ PUNCT
" " _ PUNCT

" " _ PUNCT
Seadh seadh _ INTJ
? ? _ PUNCT
" " _ PUNCT
gu gu PartType=Ad PART
às-creideach às-creideach _ ADV
bho bho _ ADP
Iain Iain Case=Dat|Gender=Masc PROPN
. . _ PUNCT

" " _ PUNCT
Mmm mmm _ INTJ
, , _ PUNCT
bhuel bhuel _ INTJ
, , _ PUNCT
tha bi Tense=Pres VERB
eich each Case=Nom|Gender=Masc|Number=Plur NOUN
agamsa agamsa Number=Sing|Person=1|PronType=Emp ADP
a a PartType=Vb|PronType=Rel PART
shiùbhladh siùbhl Mood=Cnd VERB
am an Gender=Masc|Number=Sing DET
monadh monadh Case=Nom|Gender=Masc|Number=Sing NOUN
gun gun _ ADP
chas cas Case=Nom|Gender=Fem|Number=Sing NOUN
a a PartType=Inf PART
chur cuir VerbForm=Inf NOUN
ceàrr ceàrr _ ADV
. . _ PUNCT
" " _ PUNCT

" " _ PUNCT
Tha bi Tense=Pres VERB
eich each Case=Nom|Gender=Masc|Number=Plur NOUN
agadsa agadsa Number=Sing|Person=2|PronType=Emp ADP
? ? _ PUNCT
" " _ PUNCT
ars arsa Tense=Past VERB
Iain Iain Case=Nom|Gender=Masc PROPN
. . _ PUNCT

" " _ PUNCT
bhuel bhuel _ INTJ
, , _ PUNCT
ma-tha ma-tha _ INTJ
, , _ PUNCT
tha bi Tense=Pres VERB
eich each Case=Nom|Gender=Masc|Number=Plur NOUN
aig aig _ ADP
MacAsgaill MacAsgaill _ PROPN
, , _ PUNCT
is is _ CCONJ
bheir toir Tense=Fut VERB
Gealach gealach Case=Nom|Gender=Fem|Number=Sing NOUN
nan an Case=Gen|Gender=Masc|Number=Plur DET
Càm càm Case=Gen|Gender=Masc|Number=Plur NOUN
solas solas Case=Nom|Gender=Masc|Number=Sing NOUN
dhuinn do Number=Plur|Person=1 ADP
. . _ PUNCT
" " _ PUNCT

" " _ PUNCT
Gealach gealach Case=Nom|Gender=Fem|Number=Sing NOUN
an an Case=Gen|Gender=Masc|Number=Sing DET
Abachaidh abachaidh Case=Gen|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
" " _ PUNCT
cheartaich ceartaich Tense=Past VERB
Iain Iain Case=Nom|Gender=Masc PROPN
e e Gender=Masc|Number=Sing|Person=3 PRON
gu gu PartType=Ad PART
tarsainn tarsainn _ ADV
, , _ PUNCT
fuar fuar _ ADV
. . _ PUNCT

Lean lean Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
air air Gender=Masc|Number=Sing|Person=3 ADP
, , _ PUNCT
" " _ PUNCT
Is is _ AUX
fhada fhada _ ADV
bhon bhon _ SCONJ
a a PartType=Vb|PronType=Rel PART
chuala cluinn Tense=Past VERB
mi mi Number=Sing|Person=1 PRON
a' an Gender=Fem|Number=Sing DET
chomhairle comhairle Case=Nom|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
' ' _ PUNCT
Am an Gender=Masc|Number=Sing DET
fear fear Case=Nom|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
dol rach _ NOUN
a a _ ADP
dh'Ifrinn ifrinn Case=Dat|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
put put Mood=Imp|Person=2 VERB
ann ann Gender=Masc|Number=Sing|Person=3 ADP
e e Gender=Masc|Number=Sing|Person=3 PRON
! ! _ PUNCT
' ' _ PUNCT

Mas is _ AUX
e e Gender=Masc|Number=Sing|Person=3 PRON
sin sin _ DET
t' t' Number=Sing|Person=2 DET
iarraidh iarraidh Case=Nom|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
bidh bi Tense=Fut VERB
mise mi Number=Sing|Person=1|PronType=Emp PRON
a' ag _ PART
feitheamh feith VerbForm=Vnoun NOUN
aig aig _ ADP
Clachan Clachan _ PROPN
Trianaoin Trianaoin _ PROPN
aig aig _ ADP
meadhan-oidhche meadhan-oidhche Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Mar mar _ ADP
sin sin _ PRON
leibh le Number=Plur|Person=2 ADP
. . _ PUNCT
" " _ PUNCT

Is is _ CCONJ
dh'fhalbh falbh Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
. . _ PUNCT

Bha bi Tense=Past VERB
Iain Iain Case=Nom|Gender=Masc PROPN
aig aig _ ADP
Trianaon Trianaon _ PROPN
mu mu _ ADP
mheadhan-oidhche meadhan-oidhche Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
a' ag _ PART
mìneachadh mìnich VerbForm=Vnoun NOUN
dha do Gender=Masc|Number=Sing|Person=3 ADP
fhèin fhèin Reflex=Yes PRON
gum gum _ PART
b' is _ AUX
e e Gender=Masc|Number=Sing|Person=3 PRON
an an Gender=Masc|Number=Sing DET
dealta dealta Case=Nom|Gender=Masc|Number=Sing NOUN
reòthte reòthte Case=Nom|Gender=Masc|Number=Sing ADJ
a a PartType=Vb|PronType=Rel PART
bha bi Tense=Past VERB
a' ag _ PART
cur cuir VerbForm=Vnoun NOUN
chrithean crith Case=Gen|Gender=Fem|Number=Plur NOUN
fuara fuara Case=Gen|Gender=Fem|Number=Plur ADJ
air air Gender=Masc|Number=Sing|Person=3 ADP
is is _ CCONJ
nach nach PartType=Cmpl|Polarity=Neg PART
b' is _ AUX
e e Gender=Masc|Number=Sing|Person=3 PRON
nì nì Case=Nom|Gender=Masc|Number=Sing NOUN
mì-nàdarra mì-nàdarra Case=Nom|Gender=Masc|Number=Sing ADJ
sam sam _ ADJ
bith bith _ ADJ
. . _ PUNCT

Ach ach _ CCONJ
a a _ ADP
dh'aindeoin aindeoin _ ADP
, , _ PUNCT
bha bi Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
air air _ PART
a a Gender=Masc|Number=Sing|Person=3 DET
chòmhnadh còmhn VerbForm=Inf NOUN
nuair nuair _ SCONJ
a a PartType=Vb|PronType=Rel PART
mhothaich mothaich Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
do do _ ADP
na an Gender=Masc|Number=Plur DET
marcaich marcach Case=Dat|Gender=Masc|Number=Plur NOUN
, , _ PUNCT
Tormod Tormod Case=Nom|Gender=Masc PROPN
air air _ ADP
thoiseach toiseach Case=Dat|Gender=Masc|Number=Sing NOUN
air air _ ADP
seann seann _ ADJ
làir làir Case=Dat|Gender=Fem|Number=Sing NOUN
ghlic glic Case=Dat|Gender=Fem|Number=Sing ADJ
aig aig _ ADP
nach nach PartType=Vb|Polarity=Neg|PronType=Rel PART
robh bi Tense=Past VERB
iarraidh iarraidh Case=Nom|Gender=Fem|Number=Sing NOUN
mhòr mòr Case=Nom|Gender=Fem|Number=Sing ADJ
air air Gender=Masc|Number=Sing|Person=3 ADP
a a PartType=Inf PART
bhith bi VerbForm=Inf NOUN
a' ag _ PART
siubhal siubhail VerbForm=Vnoun NOUN
aig aig _ ADP
an an Gender=Masc|Number=Sing DET
àm àm Case=Dat|Gender=Masc|Number=Sing NOUN
seo seo _ DET
. . _ PUNCT

Còmhla còmhla Gender=Masc|Number=Sing|Person=3 ADP
ris ri Gender=Masc|Number=Sing|Person=3 ADP
air air _ ADP
pilleig pilleag Case=Dat|Gender=Fem|Number=Sing NOUN
bha bi Tense=Past VERB
ban-chompanach ban-chompanach Case=Nom|Gender=Masc|Number=Sing NOUN
Inis Inis Case=Gen|Gender=Fem PROPN
. . _ PUNCT

Bha bi Tense=Past VERB
i i Gender=Fem|Number=Sing|Person=3 PRON
air air _ PART
a a Gender=Fem|Number=Sing|Person=3 DET
suaineadh suain VerbForm=Inf NOUN
ann ann _ ADP
an an _ ADP
cleòca cleòca Case=Dat|Gender=Masc|Number=Sing NOUN
dubh dubh Case=Dat|Gender=Masc|Number=Sing ADJ
bho bho _ ADP
mhullach mullach Case=Dat|Gender=Masc|Number=Sing NOUN
a a Gender=Fem|Number=Sing|Person=3 DET
cinn ceann Case=Gen|Gender=Masc|Number=Sing NOUN
gu gu _ ADP
a a Gender=Fem|Number=Sing|Person=3 DET
h-adhbrannan adhbra Case=Dat|Gender=Masc|Number=Plur NOUN
. . _ PUNCT

Fad fad _ SCONJ
's 's _ CCONJ
a a PartType=Vb|PronType=Rel PART
bha bi Tense=Past VERB
Tormod Tormod Case=Nom|Gender=Masc PROPN
a' ag _ PART
toirt toir VerbForm=Vnoun NOUN
làmh-chuideachaidh làmh-chuideachaidh Case=Gen|Gender=Fem|Number=Sing NOUN
do do _ ADP
chompanach companach Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
rinn dèan Tense=Past VERB
Iain Iain Case=Nom|Gender=Masc PROPN
air air _ ADP
Inis Inis Case=Dat|Gender=Fem PROPN
, , _ PUNCT
a a PartType=Vb|PronType=Rel PART
leag leag Tense=Past VERB
i i Gender=Fem|Number=Sing|Person=3 PRON
fhèin fhèin Reflex=Yes PRON
na an _ ADP
ghàirdeanan gàirdean Case=Dat|Gender=Masc|Number=Plur NOUN
sìnte sìnte Case=Dat|Gender=Masc|Number=Plur ADJ
thuice thuice Gender=Fem|Number=Sing|Person=3 ADP
. . _ PUNCT

Cha cha PartType=Cmpl|Polarity=Neg PART
do do Tense=Past PART
rinn dèan Tense=Past VERB
i i Gender=Fem|Number=Sing|Person=3 PRON
oidhirp oidhirp Case=Nom|Gender=Fem|Number=Sing NOUN
cas cas Case=Nom|Gender=Fem|Number=Sing NOUN
a a PartType=Inf PART
chur cuir VerbForm=Inf NOUN
air air _ ADP
talamh talamh Case=Dat|Gender=Masc|Number=Sing NOUN
is is _ CCONJ
a a Gender=Fem|Number=Sing|Person=3 DET
làmhan làmh Case=Nom|Gender=Fem|Number=Plur NOUN
mu mu _ ADP
amhaich amhach Case=Dat|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
is is _ CCONJ
ghiùlain giùlain Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
i i Gender=Fem|Number=Sing|Person=3 PRON
gu gu _ ADP
[?] [?] _ X
nan an Case=Gen|Gender=Fem|Number=Plur DET
craobh craobh Case=Gen|Gender=Fem|Number=Plur NOUN
. . _ PUNCT

Gun gun _ ADP
ghuth guth Case=Dat|Gender=Masc|Number=Sing NOUN
ri ri _ ADP
chèile chèile Reflex=Yes PRON
, , _ PUNCT
sheas seas Tense=Past VERB
Tormod Tormod Case=Nom|Gender=Masc PROPN
is is _ CCONJ
a a Gender=Masc|Number=Sing|Person=3 DET
bhan-chompanach ban-chompanach Case=Nom|Gender=Masc|Number=Sing NOUN
fhèin fhèin Reflex=Yes PRON
taobh taobh Case=Nom|Gender=Masc|Number=Sing NOUN
ri ri _ ADP
taobh taobh Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
is is _ CCONJ
ged ged _ SCONJ
nach nach PartType=Vb|Polarity=Neg|PronType=Rel PART
robh bi Tense=Past VERB
grèim grèim Case=Nom|Gender=Masc|Number=Sing NOUN
air air _ ADP
srian srian Case=Dat|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
lean lean Tense=Past VERB
an an Gender=Fem|Number=Sing DET
làir làir Case=Nom|Gender=Fem|Number=Sing NOUN
e e Gender=Masc|Number=Sing|Person=3 PRON
. . _ PUNCT

Ann ann _ ADP
am an _ ADP
beagan beagan Case=Dat|Gender=Masc|Number=Sing NOUN
mhionaidean mionaid Case=Gen|Gender=Fem|Number=Plur NOUN
mhothaich mothaich Tense=Past VERB
Tormod Tormod Case=Nom|Gender=Masc PROPN
gu gu _ PART
robh bi Tense=Past VERB
an an Gender=Fem|Number=Sing DET
làir làir Case=Nom|Gender=Fem|Number=Sing NOUN
a' ag _ PART
maoladh maol VerbForm=Vnoun NOUN
a a Gender=Fem|Number=Sing|Person=3 DET
cluasan clua Case=Gen|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
gum gum _ PART
faiceadh faic Mood=Cnd VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
geal geal _ ADJ
sùil sùil Case=Nom|Gender=Fem|Number=Sing NOUN
na an Case=Gen|Gender=Fem|Number=Sing DET
làrach làrach Case=Gen|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
gun gun _ PART
tàinig thig Tense=Past VERB
rocan rocan Case=Nom|Gender=Masc|Number=Sing NOUN
na an _ ADP
seice seic Case=Dat|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
is is _ CCONJ
chuir cuir Tense=Past VERB
i i Gender=Fem|Number=Sing|Person=3 PRON
a a PartType=Vb|PronType=Rel PART
bha bi Tense=Past VERB
de de _ ADP
[?] [?] _ X
mu mu _ ADP
ceann ceann Case=Dat|Gender=Masc|Number=Sing NOUN
gu gu PartType=Ad PART
gliongadaich gliongad _ NOUN
. . _ PUNCT

Dh'fhoghain foghain Tense=Past VERB
sin sin _ PRON
da da Gender=Masc|Number=Sing|Person=3 ADP
. . _ PUNCT

Ar arsa Tense=Past VERB
le le _ ADP
Tormod Tormod Case=Dat|Gender=Masc PROPN
gu gu _ PART
robh bi Tense=Past VERB
iad iad Number=Plur|Person=3 PRON
fada fada _ ADV
gu gu PartType=Ad PART
leòr leòr _ ADV
an an _ ADV
siud siud _ ADV
, , _ PUNCT
is is _ CCONJ
dh'èigh èigh Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
gu gu PartType=Ad PART
smachdail smachdail _ ADV
, , _ PUNCT
" " _ PUNCT
Bitheamaid bi Mood=Imp|Person=1 VERB
air air _ ADP
ar ar Number=Plur|Person=1 DET
rathad rathad Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
" " _ PUNCT
is is _ CCONJ
ann ann _ ADP
am an _ ADP
mionaid mionaid Case=Dat|Gender=Fem|Number=Sing NOUN
bha bi Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
fhèin fhèin Reflex=Yes PRON
is is _ CCONJ
a a Gender=Masc|Number=Sing|Person=3 DET
chompanach companach Case=Nom|Gender=Masc|Number=Sing NOUN
an an _ ADP
àird àird Case=Dat|Gender=Fem|Number=Sing NOUN
. . _ PUNCT

Cha cha PartType=Cmpl|Polarity=Neg PART
d' d' Tense=Past PART
rinn dèan Tense=Past VERB
Inis Inis Case=Nom|Gender=Fem PROPN
is is _ CCONJ
Iain Iain Case=Nom|Gender=Masc PROPN
iad iad Number=Plur|Person=3 PRON
fhèin fhèin Reflex=Yes PRON
dàil dàil Case=Nom|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
is is _ CCONJ
gun gun _ ADP
chuideachadh cuideachadh Case=Dat|Gender=Masc|Number=Sing NOUN
bha bi Tense=Past VERB
ise i Gender=Fem|Number=Sing|Person=3|PronType=Emp PRON
san an _ ADP
diollaid diollaid Case=Dat|Gender=Fem|Number=Sing NOUN
is is _ CCONJ
esan e Gender=Masc|Number=Sing|Person=3|PronType=Emp PRON
is is _ CCONJ
làmh làmh Case=Nom|Gender=Fem|Number=Sing NOUN
